recording,evar_FA_mean,evar_FA_median,evar_n_hits_mean,evar_n_hits_median,evar_max_hits_mean,evar_max_hits_median,evar_HR_mean,evar_HR_median,evar_trial_idx_mean,evar_trial_idx_median,cond_,set_Easy,set_Hard,set_Medium,epoch_set,win_start,win_end,pupil_diameter
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",0,0.45,177.94539
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",0.5,0.95,198.52364
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",1,1.45,216.92813
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",1.5,1.95,148.99553
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",2,2.45,101.67916
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",2.5,2.95,135.15837
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",3,3.45,123.91368
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",3.5,3.95,3.8809419
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",4,4.45,-48.023148
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",4.5,4.95,8.2534246
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",5,5.45,131.4686
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",5.5,5.95,194.90208
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",6,6.45,190.80191
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",6.5,6.95,198.13293
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",7,7.45,232.97285
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",7.5,7.95,265.94266
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",8,8.45,260.36514
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",8.5,8.95,214.95895
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",9,9.45,175.27797
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",9.5,9.95,203.63326
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",10,10.45,215.91653
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",10.5,10.95,122.57278
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",11,11.45,-15.204623
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",11.5,11.95,29.034958
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",12,12.45,70.042839
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",12.5,12.95,112.1229
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",13,13.45,103.89294
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",13.5,13.95,82.538887
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",14,14.45,53.929871
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",14.5,14.95,60.373169
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",15,15.45,97.128685
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",15.5,15.95,67.506905
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",16,16.45,28.875183
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",16.5,16.95,12.978686
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",17,17.45,26.611095
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",17.5,17.95,44.462837
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",18,18.45,46.988136
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",18.5,18.95,35.021141
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",19,19.45,37.154884
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",19.5,19.95,93.545486
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",20,20.45,120.61353
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",20.5,20.95,143.03726
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",21,21.45,93.714401
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",21.5,21.95,87.973465
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",22,22.45,86.460114
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",22.5,22.95,110.99904
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",23,23.45,72.632454
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",23.5,23.95,121.04218
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",24,24.45,97.946701
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",24.5,24.95,106.63329
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",25,25.45,118.73022
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",25.5,25.95,102.20437
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",26,26.45,42.919842
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",26.5,26.95,1.6211936
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",27,27.45,13.848848
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",27.5,27.95,42.149151
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",28,28.45,53.31963
"cS1_b1_b2_b3_b4_b5_b6",0.045455,0,2.6364,3,2.6364,3,1,1,36.6364,33.5,1,1,0,0,"Easy",28.5,28.95,58.745941
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",0,0.45,157.63246
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",0.5,0.95,158.28421
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",1,1.45,176.88646
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",1.5,1.95,138.88802
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",2,2.45,47.535221
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",2.5,2.95,62.588531
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",3,3.45,78.214867
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",3.5,3.95,4.2995753
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",4,4.45,-74.993927
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",4.5,4.95,-20.738499
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",5,5.45,166.45122
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",5.5,5.95,193.21298
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",6,6.45,89.621277
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",6.5,6.95,63.482483
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",7,7.45,90.746109
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",7.5,7.95,103.00462
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",8,8.45,126.67491
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",8.5,8.95,89.428192
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",9,9.45,60.288158
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",9.5,9.95,71.278374
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",10,10.45,110.99492
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",10.5,10.95,135.20139
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",11,11.45,93.752136
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",11.5,11.95,105.68147
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",12,12.45,109.82567
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",12.5,12.95,82.854141
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",13,13.45,89.691574
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",13.5,13.95,37.93198
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",14,14.45,71.211891
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",14.5,14.95,92.14492
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",15,15.45,88.799728
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",15.5,15.95,84.773209
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",16,16.45,71.179001
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",16.5,16.95,65.93132
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",17,17.45,93.379974
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",17.5,17.95,118.98732
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",18,18.45,153.71277
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",18.5,18.95,164.03845
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",19,19.45,155.61093
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",19.5,19.95,186.18407
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",20,20.45,190.33286
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",20.5,20.95,141.34509
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",21,21.45,94.401398
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",21.5,21.95,93.569366
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",22,22.45,124.46207
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",22.5,22.95,75.240784
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",23,23.45,82.882271
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",23.5,23.95,69.328476
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",24,24.45,71.986794
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",24.5,24.95,79.585732
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",25,25.45,96.378769
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",25.5,25.95,57.725391
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",26,26.45,7.2818937
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",26.5,26.95,26.940302
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",27,27.45,12.082392
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",27.5,27.95,2.1952379
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",28,28.45,-23.553295
"cS1_b1_b2_b3_b4_b5_b6",0.13043,0,2.6087,3,2.6087,3,1,1,34.8261,36,1,0,0,1,"Medium",28.5,28.95,-60.170959
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",0,0.45,-73.877853
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",0.5,0.95,-51.604134
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",1,1.45,-0.47858667
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",1.5,1.95,-32.775326
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",2,2.45,-83.840462
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",2.5,2.95,-29.300497
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",3,3.45,12.554054
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",3.5,3.95,3.0167038
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",4,4.45,-44.61158
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",4.5,4.95,5.7933712
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",5,5.45,76.513535
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",5.5,5.95,76.195702
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",6,6.45,3.436599
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",6.5,6.95,0.09272711
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",7,7.45,18.512604
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",7.5,7.95,98.217499
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",8,8.45,159.8483
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",8.5,8.95,110.89221
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",9,9.45,24.175777
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",9.5,9.95,7.9375963
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",10,10.45,-10.620925
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",10.5,10.95,-22.461281
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",11,11.45,40.085758
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",11.5,11.95,83.90284
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",12,12.45,69.055908
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",12.5,12.95,12.74529
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",13,13.45,-18.608414
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",13.5,13.95,5.8087893
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",14,14.45,39.741783
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",14.5,14.95,49.540504
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",15,15.45,59.191254
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",15.5,15.95,87.955063
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",16,16.45,25.343212
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",16.5,16.95,-2.836128
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",17,17.45,12.914905
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",17.5,17.95,23.894413
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",18,18.45,62.552483
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",18.5,18.95,50.674088
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",19,19.45,-1.8885959
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",19.5,19.95,22.640932
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",20,20.45,40.887764
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",20.5,20.95,26.037327
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",21,21.45,4.1033959
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",21.5,21.95,23.537094
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",22,22.45,13.849291
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",22.5,22.95,25.05077
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",23,23.45,53.117714
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",23.5,23.95,72.168007
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",24,24.45,79.361717
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",24.5,24.95,106.67629
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",25,25.45,106.83036
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",25.5,25.95,17.44558
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",26,26.45,-57.978027
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",26.5,26.95,-17.910746
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",27,27.45,46.739281
"cS1_b1_b2_b3_b4_b5_b6",0.1,0,2.65,3,2.65,3,1,1,38.75,39.5,1,0,1,0,"Hard",27.5,27.95,81.828041
